,title,link
57,A ‘joke’ in the name of lockdown: Fakhrul,news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3LnRoZWRhaWx5c3Rhci5uZXQvY2l0eS9uZXdzL2pva2UtdGhlLW5hbWUtbG9ja2Rvd24tZmFraHJ1bC0yMTE5NDg10gFRaHR0cHM6Ly93d3cudGhlZGFpbHlzdGFyLm5ldC9jaXR5L25ld3Mvam9rZS10aGUtbmFtZS1sb2NrZG93bi1mYWtocnVsLTIxMTk0ODU_YW1w?hl=en-IN&gl=IN&ceid=IN%3Aen
58,Why a lockdown should not last for the entire Covid wave,news.google.com/./articles/CAIiEKAgHhuJwgFs8BYOuMukvbIqGQgEKhAIACoHCAowzrL9CjDC7vQCMJmD1wU?hl=en-IN&gl=IN&ceid=IN%3Aen
59,"Lockdown Lifted In Noida From Today. Check New Unlock Guidelines For Shops, Offices",news.google.com/./articles/CAIiEMi7OO-sq3DZ3TtxCWFrCHkqGQgEKhAIACoHCAow5dz4CjCO8d4CMLW6uAY?hl=en-IN&gl=IN&ceid=IN%3Aen
60,Desperate Malaysians fly white flags as a call for help to survive COVID-19 lockdown,news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LmNoYW5uZWxuZXdzYXNpYS5jb20vbmV3cy9hc2lhL21hbGF5c2lhLWZseS13aGl0ZS1mbGFnLWNhbGwtZm9yLWhlbHAtY292aWQtMTktbG9ja2Rvd24tMTUxMzgxMDDSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
61,WA Premier Mark McGowan seeks to clarify rules as Perth and Peel emerge from lockdown,news.google.com/./articles/CAIiEE_HornxSaEqVw5qvc7JIxUqFggEKg4IACoGCAow3vI9MPeaCDDciw4?hl=en-IN&gl=IN&ceid=IN%3Aen
62,"Looming lockdown in Bangladesh threatens apparel retailers H&M, Levi's, S&P Global says",news.google.com/./articles/CAIiEAh3WLISH45zzLpVB5Z2nR8qGQgEKhAIACoHCAow2Nb3CjDivdcCMP3ungY?hl=en-IN&gl=IN&ceid=IN%3Aen
63,"Curbing Delta’s force, vaccines keep Israel’s hospitals calm and avert lockdown",news.google.com/./articles/CBMia2h0dHBzOi8vd3d3LnRpbWVzb2Zpc3JhZWwuY29tL2N1cmJpbmctZGVsdGFzLWZvcmNlLXZhY2NpbmVzLWtlZXAtaXNyYWVscy1ob3NwaXRhbHMtY2FsbS1hbmQtYXZlcnQtbG9ja2Rvd24v0gFvaHR0cHM6Ly93d3cudGltZXNvZmlzcmFlbC5jb20vY3VyYmluZy1kZWx0YXMtZm9yY2UtdmFjY2luZXMta2VlcC1pc3JhZWxzLWhvc3BpdGFscy1jYWxtLWFuZC1hdmVydC1sb2NrZG93bi9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen
64,Pandemic Lockdown Eases Mountain Lions’ Fear of Urban Areas,news.google.com/./articles/CBMia2h0dHBzOi8vd3d3LnRoZS1zY2llbnRpc3QuY29tL25ld3Mtb3Bpbmlvbi9wYW5kZW1pYy1sb2NrZG93bi1lYXNlcy1tb3VudGFpbi1saW9ucy1mZWFyLW9mLXVyYmFuLWFyZWFzLTY4OTQz0gFvaHR0cHM6Ly93d3cudGhlLXNjaWVudGlzdC5jb20vbmV3cy1vcGluaW9uL3BhbmRlbWljLWxvY2tkb3duLWVhc2VzLW1vdW50YWluLWxpb25zLWZlYXItb2YtdXJiYW4tYXJlYXMtNjg5NDMvYW1w?hl=en-IN&gl=IN&ceid=IN%3Aen
65,How Oregon underwear company Arq became an Instagram hit during pandemic lockdown,news.google.com/./articles/CAIiECfsVtn2BKSBI2wpwQasslMqGQgEKhAIACoHCAownqX_CjCltfgCMJm5pAY?hl=en-IN&gl=IN&ceid=IN%3Aen
66,NSW sees ‘green shoots’ despite high daily count as Brisbane lockdown ends – as it happened,news.google.com/./articles/CAIiEGxSHGAZzCAk1er6FDmD39oqGQgEKhAIACoHCAow1OuiCzCX9roDMIjVggc?hl=en-IN&gl=IN&ceid=IN%3Aen
67,Actions of Russian regional authorities aim to prevent lockdown — Putin,news.google.com/./articles/CBMiIWh0dHBzOi8vdGFzcy5jb20vcG9saXRpY3MvMTMwODc2N9IBJWh0dHBzOi8vdGFzcy5jb20vcG9saXRpY3MvMTMwODc2Ny9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen
68,"Qld Covid lockdown restrictions: update to Brisbane, south-east Queensland and Townsville coronavirus rules explained",news.google.com/./articles/CAIiEBV2TvAwfBcf_YU9aGttRKkqFwgEKg4IACoGCAowl6p7MN-zCTCF1IAH?hl=en-IN&gl=IN&ceid=IN%3Aen
69,'Team became a family': Pakistan coach Misbah grateful for England lockdown experience,news.google.com/./articles/CAIiEHpBRsnAVJYSzxv5g7vYaj8qGAgEKg8IACoHCAowop2lATDj4Row3MTJBQ?hl=en-IN&gl=IN&ceid=IN%3Aen
70,How deliveries of ready meals helped catering companies overcome lockdown,news.google.com/./articles/CAIiEFqpuKi_37fKooFeGhVcxhoqGAgEKg8IACoHCAowr9eeCTDYlm4wpJGLBg?hl=en-IN&gl=IN&ceid=IN%3Aen
71,"Man charged after alleged car theft rampage starts with taxi, causes four crashes",news.google.com/./articles/CBMiqwFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9icmVha2luZy1uZXdzL21hbi1jaGFyZ2VkLWFmdGVyLWFsbGVnZWQtY2FyLXRoZWZ0LXJhbXBhZ2Utc3RhcnRzLXdpdGgtdGF4aS1jYXVzZXMtZm91ci1jcmFzaGVzL25ld3Mtc3RvcnkvZTY1NmQ2YjlkMDMyNjNhZjI1NTRmNDMyMmU2NTcxMGPSAasBaHR0cHM6Ly9hbXAudGhlYXVzdHJhbGlhbi5jb20uYXUvYnJlYWtpbmctbmV3cy9tYW4tY2hhcmdlZC1hZnRlci1hbGxlZ2VkLWNhci10aGVmdC1yYW1wYWdlLXN0YXJ0cy13aXRoLXRheGktY2F1c2VzLWZvdXItY3Jhc2hlcy9uZXdzLXN0b3J5L2U2NTZkNmI5ZDAzMjYzYWYyNTU0ZjQzMjJlNjU3MTBj?hl=en-IN&gl=IN&ceid=IN%3Aen
72,Melancholic beauty: Lockdown through Sydneysiders’ eyes (and lenses),news.google.com/./articles/CAIiEM758bVBgV83J8NoksLeZd0qGQgEKhAIACoHCAowxqmICzDg_IYDMIGkmwY?uo=CAUidWh0dHBzOi8vd3d3LnNtaC5jb20uYXUvbmF0aW9uYWwvbWVsYW5jaG9saWMtYmVhdXR5LWxvY2tkb3duLXRocm91Z2gtc3lkbmV5c2lkZXJzLWV5ZXMtYW5kLWxlbnNlcy0yMDIxMDcwMi1wNTg2ZmsuaHRtbNIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
73,"Lockdown cooking take two: this time, it’s easier, says Nagi Maehashi",news.google.com/./articles/CAIiEJHvz4jjeowVzubxG0ZfAG8qGQgEKhAIACoHCAowxqmICzDg_IYDMIGkmwY?uo=CAUid2h0dHBzOi8vd3d3LnNtaC5jb20uYXUvbmF0aW9uYWwvbG9ja2Rvd24tY29va2luZy10YWtlLXR3by10aGlzLXRpbWUtaXQtcy1lYXNpZXItc2F5cy1uYWdpLW1hZWhhc2hpLTIwMjEwNjMwLXA1ODVxcC5odG1s0gEA&hl=en-IN&gl=IN&ceid=IN%3Aen
74,"Covid-19 lockdown: Alcohol bans reduce 'unnatural deaths', SA study finds",news.google.com/./articles/CBMifWh0dHBzOi8vd3d3Lm5ld3MyNC5jb20vbmV3czI0L3NvdXRoYWZyaWNhL25ld3MvY292aWQtMTktbG9ja2Rvd24tYWxjb2hvbC1iYW5zLXJlZHVjZS11bm5hdHVyYWwtZGVhdGhzLXNhLXN0dWR5LWZpbmRzLTIwMjEwNzAz0gGBAWh0dHBzOi8vd3d3Lm5ld3MyNC5jb20vYW1wL25ld3MyNC9zb3V0aGFmcmljYS9uZXdzL2NvdmlkLTE5LWxvY2tkb3duLWFsY29ob2wtYmFucy1yZWR1Y2UtdW5uYXR1cmFsLWRlYXRocy1zYS1zdHVkeS1maW5kcy0yMDIxMDcwMw?hl=en-IN&gl=IN&ceid=IN%3Aen
75,State border closures and COVID-19: A lockdown survival guide for travellers,news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LnRyYXZlbGxlci5jb20uYXUvc3RhdGUtYm9yZGVyLWNsb3N1cmVzLWFuZC1jb3ZpZDE5LWEtbG9ja2Rvd24tc3Vydml2YWwtZ3VpZGUtZm9yLXRyYXZlbGxlcnMtaDF3dWVi0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
76,Migrant workers flee Dhaka as Bangladesh government announces stricter Covid lockdown,news.google.com/./articles/CBMihgFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vd29ybGQvbWlncmFudC13b3JrZXJzLWZsZWUtZGhha2EtYXMtYmFuZ2xhZGVzaC1nb3Zlcm5tZW50LWFubm91bmNlcy1zdHJpY3Rlci1jb3ZpZC1sb2NrZG93bi9jaWQvMTgyMDMwNtIBigFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vYW1wL3dvcmxkL21pZ3JhbnQtd29ya2Vycy1mbGVlLWRoYWthLWFzLWJhbmdsYWRlc2gtZ292ZXJubWVudC1hbm5vdW5jZXMtc3RyaWN0ZXItY292aWQtbG9ja2Rvd24vY2lkLzE4MjAzMDY?hl=en-IN&gl=IN&ceid=IN%3Aen
77,Thessaloniki Doc Fest Selection Explores Life Under Lockdown in Athens Nursing Home,news.google.com/./articles/CAIiEKAKnRw-grsW9QJeevNoc-wqFwgEKg8IACoHCAowraj2AjC5-iIwzItb?hl=en-IN&gl=IN&ceid=IN%3Aen
78,"Hundreds soak up the sun in Sydney despite lockdown rules, with July 9 lift under threat",news.google.com/./articles/CAIiELzKlEjWVLC_zR9TAOK1AogqGQgEKhAIACoHCAowpLPzCjDR6IMDMOKTxwY?uo=CAUiiQFodHRwczovL3d3dy45bmV3cy5jb20uYXUvbmF0aW9uYWwvbmVhcmx5LTgwLWZpbmVzLWhhbmRlZC1kb3duLWluLWxhc3QtZG93bi1mb3ItY292aWQtYnJlYWNoZXMtaW4tbnN3L2VmYTdhMjJiLTNjZTYtNDhiYy04NjUwLTcwNzlhZjllMDM5YtIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
79,"As it happened: NSW records 35 new cases, eight in Queensland and none in Victoria",news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LnNtaC5jb20uYXUvbmF0aW9uYWwvYXVzdHJhbGlhLWNvdmlkLWxvY2tkb3duLWNvdWxkLWV4dGVuZC1pbi1zeWRuZXktYXMtY2FzZS1udW1iZXJzLXN1cmdlLTIwMjEwNzAzLXA1ODZocC5odG1s0gF6aHR0cHM6Ly9hbXAuc21oLmNvbS5hdS9uYXRpb25hbC9hdXN0cmFsaWEtY292aWQtbG9ja2Rvd24tY291bGQtZXh0ZW5kLWluLXN5ZG5leS1hcy1jYXNlLW51bWJlcnMtc3VyZ2UtMjAyMTA3MDMtcDU4NmhwLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
80,Covid: Boris Johnson upbeat about easing lockdown in England on 19 July,news.google.com/./articles/CBMiJmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLTU3NjgxMjE20gEqaHR0cHM6Ly93d3cuYmJjLmNvLnVrL25ld3MvdWstNTc2ODEyMTYuYW1w?hl=en-IN&gl=IN&ceid=IN%3Aen
81,Uganda re-imposes lockdown to beat back COVID-19 case surge,news.google.com/./articles/CBMiaWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2FmcmljYS91Z2FuZGEtcmUtaW1wb3Nlcy1sb2NrZG93bi1iZWF0LWJhY2stY292aWQtMTktY2FzZS1zdXJnZS0yMDIxLTA2LTA2L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
82,Dr Zac on how to relieve stress and anxiety during Covid lockdown,news.google.com/./articles/CBMipAFodHRwczovL3d3dy5uZXdzLmNvbS5hdS9saWZlc3R5bGUvaGVhbHRoL21lbnRhbC1oZWFsdGgvZHItemFjLW9uLWhvdy10by1yZWxpZXZlLXN0cmVzcy1hbmQtYW54aWV0eS1kdXJpbmctY292aWQtbG9ja2Rvd24vbmV3cy1zdG9yeS84ZGM3OTM4MTI0N2Y4Y2UzZDI1M2IzMGFkM2U5ZmVhNNIBpAFodHRwczovL2FtcC5uZXdzLmNvbS5hdS9saWZlc3R5bGUvaGVhbHRoL21lbnRhbC1oZWFsdGgvZHItemFjLW9uLWhvdy10by1yZWxpZXZlLXN0cmVzcy1hbmQtYW54aWV0eS1kdXJpbmctY292aWQtbG9ja2Rvd24vbmV3cy1zdG9yeS84ZGM3OTM4MTI0N2Y4Y2UzZDI1M2IzMGFkM2U5ZmVhNA?hl=en-IN&gl=IN&ceid=IN%3Aen
83,St George Illawarra Dragons’ Paul Vaughan hosts Sydney house party in lockdown,news.google.com/./articles/CAIiEKvsoFjjOVj8J4rO--9sXoMqMwgEKioIACIQAqTBzZHoEIrcyUrQUNXY6ioUCAoiEAKkwc2R6BCK3MlK0FDV2Oow-N7IBg?uo=CAUicmh0dHBzOi8vN25ld3MuY29tLmF1L3Nwb3J0L3J1Z2J5LWxlYWd1ZS9ucmwtcGxheWVyLWhvc3RzLWhvdXNlLXBhcnR5LWluLW1pZGRsZS1vZi1zeWRuZXktbG9ja2Rvd24tcmVwb3J0LWMtMzMwNTIzMtIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
84,Flossmoor's long-standing Independence Day parade holds special significance after lockdown,news.google.com/./articles/CBMiggFodHRwOi8vd3d3LmhmY2hyb25pY2xlLmNvbS9waG90b3MvMjAyMS9qdWwvMDMvZmxvc3Ntb29yJUUyJTgwJTk5cy1sb25nLXN0YW5kaW5nLWluZGVwZW5kZW5jZS1kYXktcGFyYWRlLWhvbGRzLXNwZWNpYWwtc2lnbmlmaWNhbmNl0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
85,South Africa's latest Covid-19 lockdown puts spotlight back on vaccination failures,news.google.com/./articles/CAIiEKWUkXaRAzoJAlFz0d_cYUcqGQgEKhAIACoHCAowypaWCzDduq0DMIj7yQY?hl=en-IN&gl=IN&ceid=IN%3Aen
86,COVID-19 lockdown has lifted in Darwin and Alice Springs. Here are the new rules,news.google.com/./articles/CAIiEMIg9ulD0tX_elTIWxKNm_wqFwgEKg4IACoGCAow3vI9MPeaCDDEvrgG?hl=en-IN&gl=IN&ceid=IN%3Aen
87,I escaped lockdown in a flat to live on a barge,news.google.com/./articles/CBMiXGh0dHBzOi8vd3d3LnRoZXRpbWVzLmNvLnVrL2FydGljbGUvaS1lc2NhcGVkLWxvY2tkb3duLWluLWEtZmxhdC10by1saXZlLW9uLWEtYmFyZ2UtaHp6cWhuZzIz0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
88,"Sunshine Coast man tests positive to COVID-19, no change to lockdown lift",news.google.com/./articles/CAIiEKcxWe6Sao1q7QILi0s8rpkqGQgEKhAIACoHCAowpLPzCjDR6IMDMOKTxwY?uo=CAUingFodHRwczovL3d3dy45bmV3cy5jb20uYXUvbmF0aW9uYWwvY29yb25hdmlydXMtcXVlZW5zbGFuZC11cGRhdGVzLW5ldy1jYXNlcy1sb2NrZG93bi1leHRlbmRlZC1ncmVhdGVyLWJyaXNiYW5lLW1vcmV0b24tYmF5LzVhY2Y1NTg0LTE0YTQtNDI2OC1iMzdkLTUwOGI5NzJmNTUxMdIBAA&hl=en-IN&gl=IN&ceid=IN%3Aen
89,Busy scenes at Bondi continue during Sydney lockdown,news.google.com/./articles/CBMijwFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9icmVha2luZy1uZXdzL2J1c3ktc2NlbmVzLWF0LWJvbmRpLWNvbnRpbnVlLWR1cmluZy1zeWRuZXktbG9ja2Rvd24vbmV3cy1zdG9yeS8wZGFhMGMyOTYwNDkxNzA3ZWVmZWVmYTI0NTA3ODkxNNIBjwFodHRwczovL2FtcC50aGVhdXN0cmFsaWFuLmNvbS5hdS9icmVha2luZy1uZXdzL2J1c3ktc2NlbmVzLWF0LWJvbmRpLWNvbnRpbnVlLWR1cmluZy1zeWRuZXktbG9ja2Rvd24vbmV3cy1zdG9yeS8wZGFhMGMyOTYwNDkxNzA3ZWVmZWVmYTI0NTA3ODkxNA?hl=en-IN&gl=IN&ceid=IN%3Aen
90,Brides-to-be and businesses scramble as Brisbane and Moreton Bay's lockdown continues,news.google.com/./articles/CAIiEDS-vikwuEZmhQJXzd--6lEqFwgEKg4IACoGCAow3vI9MPeaCDD6kIkG?hl=en-IN&gl=IN&ceid=IN%3Aen
91,Leo Varadkar says that a fourth wave doesn't mean another lockdown,news.google.com/./articles/CAIiEBV7Agn9h04jwB0dasGfaUYqGQgEKhAIACoHCAow6KD9CjDuy_QCMI7o0wU?hl=en-IN&gl=IN&ceid=IN%3Aen
92,11 Arrested in Armed Roadside Standoff in Massachusetts,news.google.com/./articles/CAIiEDa9lrKxUeeEUwhy2lPt46wqFwgEKg8IACoHCAowjuuKAzCWrzwwqIQY?hl=en-IN&gl=IN&ceid=IN%3Aen
93,What are we allowed to do on 19th July when lockdown eases?,news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3LndvbWFuYW5kaG9tZS5jb20vdXMvbGlmZS93aGF0LWFyZS13ZS1hbGxvd2VkLXRvLWRvLW9uLTE5dGgtanVseS13aGVuLWxvY2tkb3duLWVhc2VzL9IBZGh0dHBzOi8vd3d3LndvbWFuYW5kaG9tZS5jb20vdXMvYW1wL2xpZmUvd2hhdC1hcmUtd2UtYWxsb3dlZC10by1kby1vbi0xOXRoLWp1bHktd2hlbi1sb2NrZG93bi1lYXNlcy8?hl=en-IN&gl=IN&ceid=IN%3Aen
94,James Vincent McMorrow on lockdown: ‘You question how well-rounded you are’,news.google.com/./articles/CAIiELpzd0Ofc3016yyh6nBbRW0qGQgEKhAIACoHCAowqfqFCzD7v4MDMIK7jQY?hl=en-IN&gl=IN&ceid=IN%3Aen
95,Private schools set for surge in admissions after lockdown chaos,news.google.com/./articles/CBMibWh0dHBzOi8vd3d3LnRoZXRpbWVzLmNvLnVrL2FydGljbGUvcHJpdmF0ZS1zY2hvb2xzLXNldC1mb3Itc3VyZ2UtaW4tYWRtaXNzaW9ucy1hZnRlci1sb2NrZG93bi1jaGFvcy0wZzJ4dmd3eHHSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
96,"'I used every day in lockdown, now I'm drug-free'",news.google.com/./articles/CBMiJmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLTU3Njg4OTYx0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
97,Brad Hazzard warns against affection within homes during lockdown,news.google.com/./articles/CBMinAFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9icmVha2luZy1uZXdzL2JyYWQtaGF6emFyZC13YXJucy1hZ2FpbnN0LWFmZmVjdGlvbi13aXRoaW4taG9tZXMtZHVyaW5nLWxvY2tkb3duL25ld3Mtc3RvcnkvZjRhZmMyNjYxMGU5MzA1MDJiZGM5OGY5OGFmZWU5YTDSAZwBaHR0cHM6Ly9hbXAudGhlYXVzdHJhbGlhbi5jb20uYXUvYnJlYWtpbmctbmV3cy9icmFkLWhhenphcmQtd2FybnMtYWdhaW5zdC1hZmZlY3Rpb24td2l0aGluLWhvbWVzLWR1cmluZy1sb2NrZG93bi9uZXdzLXN0b3J5L2Y0YWZjMjY2MTBlOTMwNTAyYmRjOThmOThhZmVlOWEw?hl=en-IN&gl=IN&ceid=IN%3Aen
98,Jana Hocking reveals the savage effect lockdown has on marriage,news.google.com/./articles/CBMipAFodHRwczovL3d3dy5uZXdzLmNvbS5hdS9saWZlc3R5bGUvcmVsYXRpb25zaGlwcy9tYXJyaWFnZS9qYW5hLWhvY2tpbmctcmV2ZWFscy10aGUtc2F2YWdlLWVmZmVjdC1sb2NrZG93bi1oYXMtb24tbWFycmlhZ2UvbmV3cy1zdG9yeS81ZjQyNjhmMDc1MjNiOTgyM2I2NmIyMWUxZGJlZTBjONIBpAFodHRwczovL2FtcC5uZXdzLmNvbS5hdS9saWZlc3R5bGUvcmVsYXRpb25zaGlwcy9tYXJyaWFnZS9qYW5hLWhvY2tpbmctcmV2ZWFscy10aGUtc2F2YWdlLWVmZmVjdC1sb2NrZG93bi1oYXMtb24tbWFycmlhZ2UvbmV3cy1zdG9yeS81ZjQyNjhmMDc1MjNiOTgyM2I2NmIyMWUxZGJlZTBjOA?hl=en-IN&gl=IN&ceid=IN%3Aen
